Title,Year,Standardized Title
Sex Differences in Patients Undergoing Carotid Endarterectomy and Stenting,2016,outcomes after angiography with sodium bicarbonate and acetylcysteine
Hyperbaric Oxygen Acutely Increases Wound Circulation as Assessed by Fluorescent Angiography,2016,updates and troubleshooting in dialysis access
Current Results of Femoropopliteal Angioplasty and Stenting with Nitinol Stents: Factors Associated with Patency,2016,case 1 - fistulas
Factors Affecting Limb Salvage Following Open and Endovascular Revascularization for Critical Limb Ischemia in a 10 Year Population Based Study,2016,the radar and slot techniques: could cimino be wrong?
Preoperative Patient Characteristics Predict Prolonged Hospital Length of Stay After Elective Open Abdominal Aortic Aneurysm Repair in the Endovascular Era,2016,percutaneous av fistula creation: tva and aveno
The Incidence of Carotid Stent Fracture and Concerns Regarding Stent Durability over Time,2016,uncommon fistulas: when and how?
Improved Percutaneous Central Venous Recanalization Rates with Novel Telescoping Catheter System,2016,pediatric access
"If You Build It, They Will Come!",2016,drug-eluting balloons for av fistula
Risk Factor of Lower Limb Amputation in Peripheral Arterial Disease,2016,case 2 - fistulas
Treatment Outcomes in Diabetic Patients with Critical Limb Ischemia,2016,case 3 - grafts
Congestive Heart Failure Portends Worse Outcome in Patients Undergoing Carotid Endarterectomy,2016,tissue grafts: are they better than ptfe and when?
Lower Extremity Revascularization in Diabetic and Non-Diabetic Patients,2016,updates on av grafts
Ultrasound Detection of Heterogeneous Accumulated Strain with in 3D Printed Patient Specific Abdominal Aortic Aneurysms,2016,hero grafts: how do they fit into a practice?
Effects of Extubation Time on Patient Outcomes Following AAA Repair,2016,case 4 - grafts
Successful Ablation of a Ruptured Thoracic Aneurysm with Associated Aorto-bronchial Fistula Using Sodium Tetradecyl Sulfate / Lipiodol Foam,2016,case 5 - complex patients/complications: steal
The Effect of Ambulatory Status on Outcomes After Percutaneous Vascular Interventions and Lower Extremity Bypass for Critical Limb Ischemia,2016,patient selection: the right procedure for the right patient
Temporary Reversal of Blood Flow During Trans-Carotid Revascularization (TCAR) Does Not Change Brain Electrical Activity,2016,best management of steal
Pulmonary Embolism After Endovascular Aortic Repair,2016,best management of infection
Case Report: Treatment of Juxtarenal Aortic Coral Reef Lesion with Aortic Eversion Endarterectomy,2016,best management of fistula aneurysms
Thirty and Ninety Day Hospital Readmission After Outpatient Upper Extremity Hemodialysis Access Creation,2016,case 6 - complex patients/complications: aneurysms
"Complication Rates are Similar Between Venous and Arterial Lytic Therapies; However, the Risk Factor Profiles May Differ",2016,a type i endoleak: now what?
Racial Disparity in the Outcome and Cost of Treatment of Abdominal Aortic Aneurysms in the United States,2016,complications associated with routine evar
Radiation and Early Results of Right vs. Left Upper Extremity Access for Complex Fenestrated Endovascular Aortic Aneurysm Repair,2016,complications associated with routine evar
Evaluation of the Multilayer Flow Modulator in the Management of Complex Thoracoabdominal Aortic Pathology: A Systematic Review and Metanalysis,2016,appropriate graft selection based on aortic anatomy and graft maldeployment
Single Institution Experience with Systemic Lupus Erythematosus and Dialysis Access,2016,intra-operative rupture (aortic and iliac)
Clinical Significance of Reversal of Flow in the Vertebral Artery Identified on Cerebrovascular Duplex Ultrasound,2016,ischemic complications
A Parallel Observational Comparative Study of Cervical Carotid Artery Stenting Approach vs Groin Approach vs Carotid Endarterectomy in High-risk Patients  – a 12 Year’s Experience,2016,endograft thrombosis and migration
"Placement of Covered Stent at the Time of Arterio-venous Fistula Creation Reduces Juxta-anstamotic Vein Stenosis: Description and Outcomes of the ""JuxtaBahn Procedure""",2016,type ii endoleaks: a systematic approach to management
Extracellular Matrix is a Durable Alternative Repair Material for Salvage of Autologous Arteriovenous Fistula Aneurysms,2016,aneurysmal sac growth without visible endoleak
"Prophylactic Negative-Pressure Therapy for Femoral Incision in Vascular Surgery: Preliminary Results of a Prospective, Randomized Trial",2016,aorto-enteric fistula/endograft explant
"Thoracic Abdominal Endovascular Aneurysm Repair (TEVAR) with Chimney Grafts, Hybrid Techniques and Multi-layer Stenting in the Management of Thoracoabdominal Aortic Pathologies",2016,real world experience with gore ibe for treatment of bilateral common iliac artery aneurysms
Experimental Analysis of the Mechanisms Involved in Arterial Plaque Compliance Change After Orbital Atherectomy,2016,real world experience with gore ibe for treatment of bilateral common iliac artery aneurysms
Impact of Gender and Ethnicity on Survival After Thoracoabdominal Repair,2016,effect of operator specialty on the outcomes of carotid artery revascularization
Late Dacron Patch Reaction After Carotid Endarterectomy,2016,effect of operator specialty on the outcomes of carotid artery revascularization
Influence of Gender on the Occurrence and Outcomes of Acute Aortic Dissection,2016,quantitative analysis and predictors of embolic filter debris load during carotid artery stenting in asymptomatic patients
Analysis of Early Deep Vein Thrombosis in Trauma Patients Undergoing Screening Venous Duplex,2016,quantitative analysis and predictors of embolic filter debris load during carotid artery stenting in asymptomatic patients
Predictors of Adequate Size Greater Saphenous Vein for Use in Distal Lower Extremity Arterial Bypasses,2016,catching a moving target: malpractice litigation in the endovascular era
Weekend Effect and Outcomes After Non-elective Lower Extremity Arterial Bypass,2016,catching a moving target: malpractice litigation in the endovascular era
"Polyarteritis Nodosa with Peripheral Gangrenes After Diphtheria, Pertussis and Tetanus Vaccination",2016,long-term freedom from aneurysm related mortality remains favorable after endovascular abdominal aortic aneurysm repair in a 15-year multicenter registry
Failure-to-Rescue is a More Reliable Measure of Hospital Quality Than Mortality Following Open AAA Repair,2016,long-term freedom from aneurysm related mortality remains favorable after endovascular abdominal aortic aneurysm repair in a 15-year multicenter registry
Arterial Manifestations of Antiphospholipid Syndrome: Report of Two Cases and Review,2016,clinical outcome of ultrasound-accelerated catheter-directed thrombolytic therapy for the treatment of submassive pulmonary embolism
Replanting the Inferior Mesentery Artery in Open Abdominal Aortic Aneurysm (AAA) Repair: Does It Protect from Colonic Ischemia? Results from the Targeted AAA ACS-NSQIP Database,2016,clinical outcome of ultrasound-accelerated catheter-directed thrombolytic therapy for the treatment of submassive pulmonary embolism
Three Anatomic Severity Grading Score Subcomponents Create a Modified Score That Can Predict Patients at Increased Risk for Type 1a Endoleak Formation During Endovascular Abdominal Aneurysm Repair,2016,variability in hospital costs for carotid artery revascularization
Vascular Surgeons Often Serve as Primary Dialysis Educators in Patients Referred for Arteriovenous Access Creation,2016,variability in hospital costs for carotid artery revascularization
Development of a Hybrid Cryogel-coated Prosthetic Vascular Graft for Delivery of Targeted Gene Therapies,2016,methods and outcomes of surgical and endovascular central venous reconstruction combined with thoracic outlet decompression
Characteristics and Outcomes of Patients Younger Than 50 Undergoing Carotid Endarterectomy,2016,methods and outcomes of surgical and endovascular central venous reconstruction combined with thoracic outlet decompression
Effect of Comorbid Peripheral Arterial Disease on the Prevalence and Prognostic Impact of Physical Frailty in Transcatheter and Surgical Aortic Valve Replacement,2016,strategies to decrease wound complications following open infrainguinal revascularization
Drug-eluting Balloon Angioplasty versus Non-stenting Balloon Angioplasty for Peripheral Arterial Disease of the Lower Limbs,2016,strategies to decrease wound complications following open infrainguinal revascularization
Revascularization of Smokers with Claudication is Associated with Better Patient Quality of Life Despite Higher Failure Risk,2016,"icu admission after evar is primarily determined by hospital factors, adds significant cost, and is often unnecessary"
The Fate of Asymptomatic Severe Carotid Stenosis in the Era of Best Medical Therapy,2016,"icu admission after evar is primarily determined by hospital factors, adds significant cost, and is often unnecessary"
Patient-tailored Postsurgical Survival Information from CARAT (the Carotid Risk Assessment Tool) Did Not Change Surgeons' Recommendations for Carotid Surgery: A Randomized Survey with Clinical Vignettes,2016,lower extremity bypass and endovascular intervention for critical limb ischemia fail to meet society for vascular surgery’s objective performance goals for limb-related outcomes in a contemporary national cohort
Patency at the Cost of Major Bleeding—the Dual Antiplatelet Dilemma Following Lower Extremity Endovascular Intervention,2016,lower extremity bypass and endovascular intervention for critical limb ischemia fail to meet society for vascular surgery’s objective performance goals for limb-related outcomes in a contemporary national cohort
Endovascular Treatment of Mesenteric Artery Paradoxical Embolus with Catheter Assisted Thrombolysis (EKOS) Treatment in Two Patients,2016,trends in aortofemoral bypass for aortoiliac occlusive disease: a thirty-year experience
Regional Anesthesia is Protective Against Post-operative Hypertension in Patients Undergoing Eversion Carotid Endarterectomy,2016,trends in aortofemoral bypass for aortoiliac occlusive disease: a thirty-year experience
Percutaneous Transgluteal Treatment of a Giant Hypogastric Aneurysm Surgically Excluded from the Iliac Artery,2016,peroneal bypass versus endovascular peroneal intervention for critical limb ischemia
Modern Fixed Imaging Systems Reduce Radiation Exposure to Patients and Providers,2016,peroneal bypass versus endovascular peroneal intervention for critical limb ischemia
Mid-term Results of Internal Iliac Artery Preservation Using the Sandwich Technique During Endovascular Aneurysm Repair,2016,early validation of a tool to standardize vascular access procedure selection for hemodialysis
Analyze of All Types Endoleak After Endovascular Repair of Abdominal Aortic Aneurysm: 307 Cases,2016,early validation of a tool to standardize vascular access procedure selection for hemodialysis
Totally Percutaneous Access versus Open Femoral Cutdown for Endovascular Repair of Ruptured Abdominal Aortic Aneurysms: Analysis of the ACS-NSQIP Targeted Vascular Database,2016,association of variant arch anatomy with type b aortic dissection and hemodynamic mechanisms
Contemporary Outcomes of Carotid Endarterectomy Performed in Patients with Total Contralateral Carotid Artery Occlusion,2016,association of variant arch anatomy with type b aortic dissection and hemodynamic mechanisms
Outcome of Conservative Management of Spontaneous Celiac Artery Dissection,2016,study to assess outcomes for multiple tevar pathologies (summit) registry
Post-operative Mortality in Women After EVAR,2016,study to assess outcomes for multiple tevar pathologies (summit) registry
Initial Experience with Aneurysm Sac Embolization Using N-Butyl 2-Cryanoacrylate Glue at the Time of Endovascular Aneurysm Repair to Prevent Type II Endoleaks,2016,the vascunet: quality improvement in 12 countries during 20 years
Transfer from Another Hospital is Associated with Increased Morbidity and Mortality After Lower Extremity Bypass Surgery,2016,svs-vqi: quality improvement including device evaluation
Surgical Management of Femoropopliteal Vein Aneurysms: A Recent Case Series,2016,goals and vision of the icvr
Contemporary Outcomes After Carotid Endarterectomy Mandate Revision of Society Guidelines to Recommend New Benchmarks for Appropriate Treatment of Carotid Artery Disease,2016,international variation in abdominal aortic aneurysm care
Interhospital Vascular Surgery Transfers at a Tertiary Care Hospital,2016,international variation in carotid stenosis treatment 
Optimal Imaging Technique to Diagnose IVC Thrombus,2016,international variation in pad treatment
What Is the Real Mode of Failure? Trends in StarClose Adverse Events Reported to the MAUDE Database,2016,global prospective evar device evaluation in icvr
Clinical Outcomes for the Novel Oral Anticoagulants After Lower Extremity Arterial Procedures,2016,managing crossing long cto
Management and Outcome of Thrombosed Iliac Vein Stents in Patients with Severe Venous Stasis,2016,management of outpatient angio suites
Inferior Vena Cava Filter Reporting to the MAUDE Database: Impact of a Governmental Warning,2016,pedal/alternative access
A Modified Activity Protocol for Claudication,2016,treatment of rupture and enlargement of abdominal aortic aneurysm with type ii endoleak
Fast Track Thrombolysis and Endovascular Repair for Acute Arterial and Venous Occlusions: A Novel Approach to Minimize Complications of Standard Thrombolytic Therapy,2016,chronic total occlusion of lower extremity artery: how do we deal with it in germany?
Risk Factors for 30-day Unplanned Readmission Following Infrainguinal Endovascular Interventions,2016,early outcomes of the conformable stent graft for acute complicated and uncomplicated type b aortic dissection: pilot research in mainland china
Validation of Subclavian Duplex Velocity Criteria to Grade the Degree of Stenosis in Occlusive Subclavian Artery Disease,2016,the role and future of different societies in latin america
Robot-Guided in Situ Septal Fenestration of Type B Dissection,2016,aortic arch reconstruction: endo or open?
Time and Cost Savings of PEVAR Compared to SEVAR - Experience from a Tertiary Medical Center,2016,features and management strategies of multilevel cto lesions in chinese population: experience from an university medical center in southern china
Modified Miller Technique for Preferentially Directing Blood Flow in Dialysis Patients,2016,carotid artery stenosis: updates of european vascular society guidelines
ICAM-1 Promotes Experimental Aortic Aneurysms Through Recruitment of Circulating Leukocytes,2016,pitfalls in ultrasound-guided hd access intervention and how to avoid
"Influence of Patient, Anatomical and Surgeon Factors on Endovascular Device Selection",2016,current management of acute deep venous thrombosis in japan
Endovascular Robot-assisted In-situ Fenestration of Endograft Using a Re-entry Device – Proof-of-concept in an Aortic Model,2016,my worst complication: how it was managed and lessons learned
"Integrated Workflow for Endograft Sizing, 3D Fusion, and Assessment, Using New EVAR ASSIST', Sponsored by GE Healthcare",2016,treatment of iliac av fistula post-evar
Provider Exposure to Radiation: How Much Do I Need to Worry?,2016,spinal osteomyelitis leading to endograft infection
Biologic Effects of Radiation: Understanding the Mechanism,2016,aortic graft infection: variations in one patient
"Practical Tips for the Vascular Surgeon: How Can I Protect My Patients, My Staff, Myself?",2016,avm intervention with venous stenosis: the value of arterial control
Pregnancy and Radiation: What are the Limits?,2016,where oh where is the clot?
"New Technologies in Radiation Monitoring: Devices for Detection, Protection and Early Warning",2016,the importance of recognizing visceral artery disease in the candidate for evar
Governmental Regulation: What the Clinician Needs to Know,2016,numb feet and too many consultants
Acute and Chronic Pediatric Limb Ischemia,2016,median arcuate ligament syndrome: diagnosis and mismanagement
Pediatric Renovascular Hypertension,2016,misplaced percutaneous aortic valve
Mid-abdominal/Aortic Syndrome,2016,a short-lived thoraco-femoral bypass
Effort Thrombosis in the Child/Young Athlete,2016,aortic endarterectomy for mesenteric ischemia with reocclusion and bowel infarction: lessons learned
Pediatric Angiography,2016,new horizons in treatment of extra-cranial cerebrovascular disease
Acute IFDVT Involving the IVC and Suprarenal IVC Filter,2016,new horizons in treatment of extra-cranial cerebrovascular disease
Acute IFDVT with Massive Leg Swelling with Extrinsic Iliac Venous Compression,2016,debate: asymptomatic patient with carotid bifurcation stenosis - medical therapy
"Chronic Venous Outflow Obstruction in Patients with Venous Leg Ulcers: Diagnosis, Treatment and Outcomes",2016,debate: asymptomatic patient with carotid bifurcation stenosis - endarterectomy
Acute and Chronic DVT Treatment of the Thrombosed IVC,2016,debate: asymptomatic patient with carotid bifurcation stenosis - vulnerable plaque
"Prospective, Non-randomized Study to Evaluate Endovascular Repair of Pararenal and Thoracoabdominal Aortic Aneurysms Using Fenestrated and Branched Endografts with Supra-celiac Sealing Zones",2016,cognition testing pre- and post-intervention will be routine in the future
Comparison of Standard Double Fenestrated EVAR versus Triple or Quadruple Fenestrated EVAR in the Treatment of Complex Aortic Aneurysms,2016,technical improvements for carotid endarterectomy: what have we learned from the vqi?
"The Decline in EVAR - National Trends in Open Surgical, Endovascular and Branched/Fenestrated Endovascular Aortic Aneurysm Repair",2016,technical improvements for carotid stenting: how do we reduce embolization?
Trends in Use of the Only FDA-approved Commercially Available Fenestrated EVAR Device in the United States,2016,"carotid aneurysms: evaluation, surgical exposure and reconstruction"
Any Instruction-for-use Deviation Predicts Device Failure in Patients Undergoing EVAR in Mid-term Follow-up,2016,carotid body tumors
Mortality Rates of Ruptured Abdominal Aortic Aneurysm Repair Have Not Changed with Increasing Utilization of EVAR,2016,fibromuscular displasia of the carotid arteries
Open Repair of an Extent I Thoracoabdominal Aortic Aneurysm,2016,debate - brachiocephalic disease: endovascular
"TransCarotid Artery Revascularization (TCAR):  The Way Forward in Treating Carotid Artery Disease and Stroke Prevention', Sponsored by Silk Road Medical",2016,debate - brachiocephalic disease: surgical treatments are superior
Outcomes of Endarterectomy versus Stenting in Patients with Prior Ipsilateral Carotid Artery Stenting,2016,fevar planning and sizing
Carotid Endarterectomy Should Not Be Based on Consensus Statement Duplex Velocity Criteria,2016,tips & tricks for fevar
Volume of Subclinical Microembolization Correlates to Long-term Cognitive Changes Following Carotid Revascularization,2016,fundamentals of vascular surgery: assessor training
Impact of Acute Cerebral Ischemic Lesions and Their Volume on the Revascularization Outcome of Symptomatic Carotid Stenosis,2016,is evar of asymptomatic aaa always justified in octogenarians?
Vertebral Carotid Artery Transposition: A Hybrid Solution for Type II Endoleak After TEVAR,2016,"standard “off the shelf” multibranched thoraco-abdominal endograft in urgent and elective patients with single and staged procedures in a multi-center experience. italian mbevar collaborative study group investigators chiesa r, marone em, antonello m, mangialardi n, speziale f, tusini n, ricci c, veraldi gf, bonardelli s"
"Five-year Patency Rates for GORE® PROPATEN® Vascular Grafts vs. ePTFE Grafts Without Heparin.  See the Results', Sponsored by Gore",2016,early experience with the use of inner branches in fenestrated and branched stent-grafting
Understanding how Device Design can Impact Clinical Outcomes in Type B Dissection',2016,long-term outcomes of hybrid aortic arch repair for dissecting aneurysm: a single center’s experience
"Durable TEVAR - Results from 100,000 Implants'",2016,risk factors for early and late mortality following complex aneurysm repair with f-bevar
Obliterative Endoaneurysmorrhaphy with Device Preservation for a Patient with Aneurysmal Sac Expansion Due to Type IIIb Endoleak After Endovascular Aneurysm Repair (EVAR),2016,flow mediated dilatation as a biomarker of aaa progression
Emerging Strategies to Control Clot Formation,2016,anatomical predictors of long-term mortality after standard evar
Very Long-Term Follow-up (12-15 Years) of the Dutch Randomized Endovascular Aneurysm Repair Management (DREAM)-trial,2016,transcranial doppler at 24 hours after carotid endarterectomy is optimal for the prediction of cerebral hyperperfusion syndrome
Fourteen-Year Outcomes of Abdominal Aortic Endovascular Repair with the Zenith Stent-Graft,2016,effects of carotid endarterectomy on cerebral reperfusion and cognitive function in patients with high-grade carotid stenosis
Long-term Outcomes of EVAR and EVAR with Hypogastric Branch Placement in High Risk Patients,2016,"optical coherence tomography assessment of new generation, mesh-covered stents after carotid stenting"
Sustained Late Branch Patency and Low Incidence of Persistent Type Ia Endoleaks Following Snorkel/chimney EVAR Shown in the Updated PERICLES Registry,2016,"plaque prolapse prevention in carotid artery stenting (3pcas) randomized controlled trial: assessment of subclinical brain lesions in cas by diffusion-weighted-magnetic-resonance-imaging (dwmri), neuropsychometric tests and neurobiomarkers increase"
Standard Endovascular Aneurysm Repair in Patients with Wide Proximal Aneurysm Necks Is Associated with Increased Risk of Adverse Events,2016,higher 30-day mortality in patients with familial abdominal aortic aneurysm after evar
EVAR Patients Who Are Last to Follow-Up Have Worse Outcomes,2016,hybrid salvage for thrombosed autogenous hemodialysis access
Decreased Mortality with Local versus General Anesthesia in EVAR for Ruptured Abdominal Aortic Aneurysm in the Vascular Quality Initiative Database,2016,the usefulness of ultrasound-guided lower extremity nerve blockage (ugnb) in infrapopliteal artery bypass grafting for frail patients with critical limb ischemia
Early Extubation is Associated with Reduced Length of Stay and Improved Outcomes After Elective Aortic Surgery in the Vascular Quality Initiative (VQI),2016,endovascular versus open treatment of severe aortoiliac occlusive disease: outcomes of kissing self-expanding covered stent for reconstruction of the aortic bifurcation
"STABLE II Clinical Trial on Endovascular Treatment of Acute, Complicated Type B Aortic Dissection with a Composite Device Design",2016,predictive equation of graft flow in distal bypass grafting in critical limb ischemia
Retrieval of Renal Function After Renal Artery Stenting Improves Survival and Decreases Cardiovascular and Renal Events: Analysis of the CORAL Trial,2016,factors predicting limb salvage in acute limb ischemia treated at a tertiary referral center
Pediatric Renal Parenchymal Recovery Following Surgical Revascularization of Renovascular Hypertension,2016,distal bypass for chronic limb threatening ischemia of the upper extremity
Duplex Criteria for Renal Artery In-Stent Restenosis,2016,combination of preoperative ct and carotid plaque gene expression profiling demonstrates an association between calcification and plaque-stabilizing processes
Obliterative Endoaneurysmorrhaphy with Device Preservation for a Patient with Aneurysmal Sac Expansion Due to Type IIIb Endoleak After Endovascular Aneurysm Repair (EVAR),2016,microcalcification predicts abdominal aortic aneurysm expansion and repair: the 18f-sodium fluoride imaging in abdominal aortic aneurysms (sofia3) study
"Flexible Robotics with Electromagnetic Tracking and the Impacts on Safety and Efficiency', Sponsored by Hansen Medical",2016,comparison of direct iliofemoral stenting with staged stenting after angiojet rheolytic thrombectomy in patients with acute deep vein thrombosis
"Debate 1: During Carotid Artery Stenting, Retrograde Flow is better than Filter-based Embolic Protection Devices for the Prevention of Embolic Stroke",2016,endovenous heat-induced thrombosis after radiofrequency ablation for varicose veins - when and why it happened?
Debate 2: A Paradigm of Angioplasty First is the Preferred Method of Treating Young Patients ( < 60 Years Old) with Critical Limb Ischemia,2016,upper extremity access for fenestrated-branched endovascular aortic repair
"Debate 3: In Uncomplicated Aortic Type B Dissections, Acute Treatment with TEVAR Provides the Best Long-Term Outcome",2016,upper extremity access for fenestrated-branched endovascular aortic repair
"Acute Type B Dissections - ""To Treat Now or Later"": Conservative Management",2016,cta-fluoroscopy image fusion guidance allows visceral vessel cannulation without angiograms during fenestrated endovascular aortic repair
"Acute Type B Dissections - ""To Treat Now or Later"": Aggressive Stent Grafting",2016,cta-fluoroscopy image fusion guidance allows visceral vessel cannulation without angiograms during fenestrated endovascular aortic repair
Thoracoabdominal and Thoracic Aneurysm - Why Open Treatment?,2016,upper extremity interventions for critical ischemia
Thoracoabdominal and Thoracic Aneurysm - Why Endovascular Repair?,2016,upper extremity interventions for critical ischemia
Ascending and Arch Aortic Pathology - Future Endovascular Interventions,2016,distal vein patch use and limb events following infragenicular prosthetic bypasses
Ascending and Arch Aortic Pathology - Current Endovascular Treatments,2016,distal vein patch use and limb events following infragenicular prosthetic bypasses
"Controversies in Hypertension Management, Lipid Management and Smoking Cessation",2016,defining predictors of ambulation and functional outcome after major lower extremity amputation: a contemporary review
Non-Atherosclerotic Vascular Disease Diagnosis and Management,2016,defining predictors of ambulation and functional outcome after major lower extremity amputation: a contemporary review
Peri-operative Risk Stratification and Functional Testing: What Vascular Surgeons Need to Know,2016,implementation of drug-eluting stents for the treatment of femoropopliteal disease provides significant cost-to-system savings: a single-state outpatient simulation
Multi-Disciplinary Management of Complex Venous Disease,2016,implementation of drug-eluting stents for the treatment of femoropopliteal disease provides significant cost-to-system savings: a single-state outpatient simulation
New Oral Anticoagulant Use: State-of-the-Art in 2016,2016,long-term decline in renal function is more significant after endovascular repair of infrarenal abdominal aortic aneurysms
VTE Treatment in 2016 - New Guidelines and Approaches for DVT/PE,2016,long-term decline in renal function is more significant after endovascular repair of infrarenal abdominal aortic aneurysms
Pros and Cons of Current Treatment Options,2016,duplex ultrasound assessment and outcomes of renal malperfusion syndromes after acute aortic dissection
"Satellite Symposium: ""Internal Iliac Artery Preservation Expert Panel"", sponsored by Gore",2016,the impact of prior aortic surgery on outcomes after multi-branched endovascular repair of thoracoabdominal and pararenal aortic aneurysms
GORE® EXCLUDER® Iliac Branch Device (IBE) and Procedural Overview,2016,presence and degree of residual venous obstruction on serial duplex imaging increases the risk of recurrence and progression of lower extremity deep venous thrombosis
IBE Clinical Trial Outcomes and the Benefits of Internal Iliac Artery Preservation,2016,alternative access for fistula cannulation in the obese: midterm results from vwing registry
Case Report:  First Patient Treated and Two-Year Follow-up,2016,outcomes of forearm loop grafts and the potential for creating new upper arm access sites
What Is the Role of Ancillary Testing in TOS Diagnosis?,2016,impact of proximal seal zone length and intramural hematoma on clinical outcomes and aortic remodeling following thoracic endovascular aortic repair for aortic dissections
"Scalene Muscle Injections: Botox, Steroids, Anesthetics",2016,secondary interventions after fenestrated endovascular aneurysm repair
The Role of the Pec Minor in TOS,2016,tips & tricks for tevar in dissection
Modern Results of Treatment for Neurogenic TOS,2016,"translumbar, transarterial and transcaval embolization techniques for type ii endoleaks"
Is First Rib Resection After Thrombolysis Always Necessary for Venous TOS?,2016,parallel graft techniques
Treatment of Chronic Axillary Vein Occlusion,2016,svs/apma joint session: advances in wound care and limb management
What Factors Other Than Vein Diameter Can Predict Early Fistula Failure?,2016,the comprehensive diabetic foot exam: avoiding diabetic foot complications
Strategies to Treat Steal Syndrome,2016,understanding wound healing: the time concept
Update on Novel and Bioengineered Grafts,2016,off-loading to prevent amputation: how and when?
Rescuing Failing AVFs: How to Do It and When to Call It Quits,2016,use of advanced wound care products: what and when?
Options for Managing Central Venous Stenosis,2016,evidence-based medicine interpretations of non-invasive arterial studies: when is it going to heal?
Roadmap to Implementing a Quality Assessment Program,2016,indocyanine green angiography and its use in limb preservation
Successfully Utilizing Quality Assessment Data in Your Practice,2016,the economics of wound care and limb preservation
The Hospital’s Perspective and How to Influence Your Hospital with Data,2016,when to amputate the non-gangrenous limb: why amputating can be advantageous
Endovascular Aorto-bi-iliac 'Bypass' for Juxtarenal Aorto-bi-iliac Occlusive Disease,2016,grafts and flaps in the foot and ankle: maximizing foot salvage
Fenestrated EVAR with 3D CTA Image Fusion,2016,advanced transtibial amputations and alternative flaps
"Pivotal Results for the Gore Excluder Iliac Branch Endoprosthesis for Treatment of Aortoiliac Aneurysms in the IBE 12-04 Prospective, Multicenter Study",2016,advanced transfemoral amputations
Results from the PRESERVE II Zenith Iliac Branch Clinical Study,2016,"post-operative dressings, rigid dressing and temporary prosthesis"
One-Year Results for a Thoracic Branched Device for Repair of Zone 2 Aneurysms,2016,rehabilitation of the amputee: use of basic and advanced prosthetics
New Stent Grafts for the Thoracic and Thoracoabdominal Segment: The Valiant Thoracoabdominal Design,2016,critical care for the vascular surgeon
Long-term Outcomes of the Pythagoras U.S. Clinical Trial of the Aorfix Endograft for EVAR in Patients with Highly Angulated Aortic Necks,2016,focused overview of vascular and endovascular surgery: those hard questions you missed on vesap3
Outcomes of Endovascular Management of High-flow Pelvic Arteriovenous Malformations,2016,venous disease
Endovascular Aorto-bi-iliac 'Bypass' for Juxtarenal Aorto-bi-iliac Occlusive Disease,2016,hemodynamics and the vascular lab
Fenestrated EVAR with 3D CTA Image Fusion,2016,lymphatic disorders
Safety and Effectiveness Results of the Nellix System IDE Pivotal Trial for Endovascular Aneurysm Sealing,2016,vascular medicine
Bolton Treovance Abdominal Stent-Graft System Phase II Clinical Trial,2016,radiation safety
Accelerated Learning Curve of a Modified Preloaded System for Fenestrated Endovascular Aortic Repair,2016,dialysis access
Making the Most of Your Day: The Importance of Time Management,2016,collected worldwide experience from the pericles registry with the use of chimney grafts in the treatment of type i endoleaks after previous endovascular aneurysm repair shows reproducible results
Is It Time to Go Back to School? The Utility of Advanced Degrees - MBA,2016,surgical and endovascular treatment of extracranial carotid artery aneurysms: early and long-term outcome and experience of a single center
Is It Time to Go Back to School? The Utility of Advanced Degrees - JD & MPH,2016,implantation of proximal thoracic stent graft and distal bare stent promotes true lumen expansion but not aortic remodeling in patients with chronic complicated type b aortic dissection
Building Your Practice: Developing a Loyal Referral System,2016,statin therapy is associated with increased amputation free survival among patients with critical limb ischemia
Building Your Practice: Developing a Robust Aortic Aneurysm Practice,2016,infrapopliteal angioplasty using a combined angiosomal reperfusion strategy
Managing and Resolving Turf Battles,2016,"first prospective,  randomized,  multicenter clinical trial（acoart 1） for the use of the orchid ® dcb in femoropopliteal artery disease：2 years results"
Top Ten Things to Understand About the Business Side of Medicine,2016,magnetic resonance imaging using ultrasmall superparamagnetic particles of iron oxide in patients under surveillance for abdominal aortic aneurysms to predict rupture or surgical repair: the ma3rs study
"The Process of RVU Development: New, Old and How You Can Help",2016,a randomized controlled trial comparing endovenous laser ablation versus mechanochemical ablation in the treatment of superficial venous incompetence - the lama trial
Beyond SGR: MACRA (Medicare Access and CHIP Reauthorization Act of 2015),2016,iliac vein compression syndrome in a non-vascular related symptomatic patient population
How Lobbying in Washington is Critical to Vascular Surgeons,2016,the contrast medium volume to estimated glomerular filtration rate ratio as a predictor of contrast-induced nephropathy after endovascular aortic repair
Concept Development: Maximizing Value and Minimizing Risk,2016,stent graft versus balloon angioplasty for treatment of hemodialysis prosthetic graft outlet stenosis- a prospective randomized study
Fundraising and Ownership - Independent vs Institutional,2016,standard evar for aneurysms with large neck diameter results in higher risk of type 1a endoleak and rupture
Proof of Concept,2016,early and long-term results of hybrid arch debranching repair in critically ill patients
Gaining Market Approval,2016,30-day results from prospective multicenter evaluation of carotid artery stenting using the cguard micronet-covered embolic prevention stent system in real world population:  the iron-guard study
Exit Strategies,2016,nirs monitoring for carotid endarterectomy in awake patients
ECAR: A French Randomized Controlled Trial of Endovascular Versus Open Surgical Repair of Ruptured Aorto-iliac Aneurysms,2016,"management of recurrent visceral aortic patch aneurysm after thoracoabdominal repair: open, hybrid and endovascular approach"
Randomized Clinical Trial of Mast Cell Inhibition in Patients with a Medium-sized Abdominal Aortic Aneurysm,2016,rapid-fire update on billing and coding
